# q	O-Si	O-O	Si-Si	total
7.37574	0.56025	0.56025	0.56025	2.18077
7.37795	0.47675	0.47675	0.47675	1.85573
7.38236	0.60888	0.60888	0.60888	2.37007
7.38677	0.40941	0.40941	0.40941	1.59362
7.39338	0.41148	0.41148	0.41148	1.60168
7.39999	0.34180	0.34180	0.34180	1.33046
7.40219	0.35193	0.35193	0.35193	1.36988
7.40439	0.42846	0.42846	0.42846	1.66777
7.40659	0.47050	0.47050	0.47050	1.83140
7.40879	0.50295	0.50295	0.50295	1.95772
7.41099	0.57531	0.57531	0.57531	2.23938
7.41099	0.43002	0.43002	0.43002	1.67385
7.41319	0.22403	0.22403	0.22403	0.87205
7.41758	0.35811	0.35811	0.35811	1.39395
7.42197	0.52096	0.52096	0.52096	2.02784
7.42416	0.67843	0.67843	0.67843	2.64079
7.42416	0.48163	0.48163	0.48163	1.87473
7.43074	0.63457	0.63457	0.63457	2.47006
7.43951	0.49883	0.49883	0.49883	1.94169
7.44169	0.40802	0.40802	0.40802	1.58822
7.44388	0.39350	0.39350	0.39350	1.53169
7.44607	0.35888	0.35888	0.35888	1.39694
7.44826	0.34417	0.34417	0.34417	1.33967
7.45263	0.43714	0.43714	0.43714	1.70158
7.45482	0.59885	0.59885	0.59885	2.33101
7.45700	0.45700	0.45700	0.45700	1.77885
7.45918	0.38100	0.38100	0.38100	1.48304
7.46573	0.43250	0.43250	0.43250	1.68350
7.47227	0.46119	0.46119	0.46119	1.79519
7.47445	0.30006	0.30006	0.30006	1.16798
7.47663	0.31351	0.31351	0.31351	1.22032
7.48316	0.35928	0.35928	0.35928	1.39849
7.49187	0.43628	0.43628	0.43628	1.69822
7.49838	0.52776	0.52776	0.52776	2.05430
7.50273	0.56862	0.56862	0.56862	2.21335
7.50490	0.33503	0.33503	0.33503	1.30410
7.50924	0.58277	0.58277	0.58277	2.26843
7.51141	0.59243	0.59243	0.59243	2.30601
7.51358	0.49147	0.49147	0.49147	1.91303
7.51574	0.66019	0.66019	0.66019	2.56979
7.51574	0.83364	0.83364	0.83364	3.24491
7.51791	0.32669	0.32669	0.32669	1.27162
7.52224	0.35943	0.35943	0.35943	1.39906
7.52441	0.49236	0.49236	0.49236	1.91652
7.52657	0.44557	0.44557	0.44557	1.73438
7.53306	0.54598	0.54598	0.54598	2.12522
7.53954	0.74257	0.74257	0.74257	2.89045
7.54170	0.62769	0.62769	0.62769	2.44328
7.54386	0.41093	0.41093	0.41093	1.59954
7.54818	0.54793	0.54793	0.54793	2.13282
7.55249	0.57866	0.57866	0.57866	2.25243
7.55681	0.53654	0.53654	0.53654	2.08846
7.56112	0.36748	0.36748	0.36748	1.43042
7.56327	0.69181	0.69181	0.69181	2.69286
7.56973	0.56518	0.56518	0.56518	2.19996
7.57833	0.63656	0.63656	0.63656	2.47780
7.58048	0.72472	0.72472	0.72472	2.82095
7.58048	0.36664	0.36664	0.36664	1.42716
7.58263	0.44584	0.44584	0.44584	1.73542
7.58478	0.48181	0.48181	0.48181	1.87546
7.58692	0.57284	0.57284	0.57284	2.22979
7.59121	0.63030	0.63030	0.63030	2.45342
7.59550	0.62234	0.62234	0.62234	2.42245
7.60193	0.54407	0.54407	0.54407	2.11778
7.60836	0.53345	0.53345	0.53345	2.07644
7.61264	0.65759	0.65759	0.65759	2.55966
7.61692	0.53548	0.53548	0.53548	2.08437
7.61906	0.30386	0.30386	0.30386	1.18279
7.62333	0.53829	0.53829	0.53829	2.09530
7.62760	0.56307	0.56307	0.56307	2.19173
7.62974	0.57712	0.57712	0.57712	2.24644
7.63187	0.57347	0.57347	0.57347	2.23221
7.64040	0.70698	0.70698	0.70698	2.75191
7.64893	0.63246	0.63246	0.63246	2.46183
7.65106	0.62032	0.62032	0.62032	2.41457
7.65319	0.53137	0.53137	0.53137	2.06834
7.65531	0.68613	0.68613	0.68613	2.67074
7.66169	0.51858	0.51858	0.51858	2.01855
7.66594	0.24753	0.24753	0.24753	0.96349
7.67019	0.45255	0.45255	0.45255	1.76154
7.67656	0.45040	0.45040	0.45040	1.75319
7.67868	0.32273	0.32273	0.32273	1.25624
7.68080	0.48609	0.48609	0.48609	1.89211
7.68292	0.49521	0.49521	0.49521	1.92760
7.68504	0.55216	0.55216	0.55216	2.14925
7.68928	0.37996	0.37996	0.37996	1.47898
7.69352	0.63561	0.63561	0.63561	2.47410
7.69563	0.61174	0.61174	0.61174	2.38117
7.69775	0.62818	0.62818	0.62818	2.44518
7.70409	0.72041	0.72041	0.72041	2.80419
7.71254	0.46396	0.46396	0.46396	1.80597
7.71888	0.58686	0.58686	0.58686	2.28434
7.72521	0.42991	0.42991	0.42991	1.67341
7.72942	0.45168	0.45168	0.45168	1.75816
7.73153	0.57905	0.57905	0.57905	2.25394
7.73364	0.65888	0.65888	0.65888	2.56466
7.73364	0.76620	0.76620	0.76620	2.98242
7.73785	0.66573	0.66573	0.66573	2.59136
7.74206	0.49842	0.49842	0.49842	1.94011
7.74416	0.63767	0.63767	0.63767	2.48213
7.74836	0.61720	0.61720	0.61720	2.40244
7.75257	0.58851	0.58851	0.58851	2.29076
7.75467	0.62644	0.62644	0.62644	2.43841
7.75887	0.58725	0.58725	0.58725	2.28588
7.76516	0.50975	0.50975	0.50975	1.98418
7.76726	0.56031	0.56031	0.56031	2.18099
7.77355	0.62803	0.62803	0.62803	2.44458
7.77983	0.53495	0.53495	0.53495	2.08229
7.78193	0.56985	0.56985	0.56985	2.21811
7.78402	0.58955	0.58955	0.58955	2.29481
7.78611	0.52679	0.52679	0.52679	2.05053
7.79238	0.49668	0.49668	0.49668	1.93331
7.79865	0.80976	0.80976	0.80976	3.15199
7.80074	0.55331	0.55331	0.55331	2.15375
7.80074	0.53816	0.53816	0.53816	2.09479
7.80491	0.70359	0.70359	0.70359	2.73872
7.81117	0.48240	0.48240	0.48240	1.87775
7.81534	0.59447	0.59447	0.59447	2.31395
7.81743	0.79205	0.79205	0.79205	3.08303
7.81951	0.49173	0.49173	0.49173	1.91406
7.82576	0.49381	0.49381	0.49381	1.92215
7.83200	0.66729	0.66729	0.66729	2.59741
7.83823	0.69733	0.69733	0.69733	2.71436
7.84447	0.65433	0.65433	0.65433	2.54697
7.84654	0.54888	0.54888	0.54888	2.13651
7.84862	0.64136	0.64136	0.64136	2.49647
7.85069	0.43116	0.43116	0.43116	1.67827
7.85277	0.63023	0.63023	0.63023	2.45317
7.85691	0.69260	0.69260	0.69260	2.69595
7.86106	0.55438	0.55438	0.55438	2.15790
7.86313	0.44053	0.44053	0.44053	1.71476
7.86520	0.43553	0.43553	0.43553	1.69530
7.86727	0.61879	0.61879	0.61879	2.40865
7.87141	0.46529	0.46529	0.46529	1.81112
7.87762	0.47934	0.47934	0.47934	1.86581
7.88175	0.46501	0.46501	0.46501	1.81004
7.88588	0.64692	0.64692	0.64692	2.51811
7.89208	0.58527	0.58527	0.58527	2.27817
7.90445	0.65485	0.65485	0.65485	2.54899
7.91475	0.61390	0.61390	0.61390	2.38958
7.91886	0.59536	0.59536	0.59536	2.31744
7.92503	0.67108	0.67108	0.67108	2.61216
7.93119	0.52575	0.52575	0.52575	2.04647
7.93735	0.58444	0.58444	0.58444	2.27494
7.94351	0.21463	0.21463	0.21463	0.83546
7.94761	0.68662	0.68662	0.68662	2.67264
7.95170	0.45733	0.45733	0.45733	1.78014
7.95375	0.67585	0.67585	0.67585	2.63072
7.95580	0.64950	0.64950	0.64950	2.52818
7.95785	0.50850	0.50850	0.50850	1.97933
7.96194	0.61305	0.61305	0.61305	2.38629
7.97216	0.68121	0.68121	0.68121	2.65161
7.97829	0.41859	0.41859	0.41859	1.62936
7.98033	0.52558	0.52558	0.52558	2.04581
7.98441	0.58295	0.58295	0.58295	2.26911
7.98645	0.40151	0.40151	0.40151	1.56287
7.98849	0.53248	0.53248	0.53248	2.07268
7.99256	0.63047	0.63047	0.63047	2.45411
7.99460	0.71582	0.71582	0.71582	2.78632
7.99664	0.73338	0.73338	0.73338	2.85465
8.00275	0.68860	0.68860	0.68860	2.68037
8.00885	0.57107	0.57107	0.57107	2.22289
8.01292	0.94847	0.94847	0.94847	3.69192
8.01495	0.53000	0.53000	0.53000	2.06300
8.01698	0.64386	0.64386	0.64386	2.50621
8.01901	0.92491	0.92491	0.92491	3.60020
8.02307	0.61846	0.61846	0.61846	2.40735
8.02713	0.51719	0.51719	0.51719	2.01316
8.02916	0.57553	0.57553	0.57553	2.24026
8.03119	0.57869	0.57869	0.57869	2.25254
8.03727	0.57250	0.57250	0.57250	2.22843
8.04335	0.58521	0.58521	0.58521	2.27793
8.04740	0.68299	0.68299	0.68299	2.65851
8.05347	0.73967	0.73967	0.73967	2.87915
8.05751	0.40677	0.40677	0.40677	1.58334
8.06156	0.46158	0.46158	0.46158	1.79671
8.07366	0.50536	0.50536	0.50536	1.96711
8.08576	0.74808	0.74808	0.74808	2.91187
8.08979	0.72898	0.72898	0.72898	2.83756
8.09382	0.44812	0.44812	0.44812	1.74428
8.10186	0.75143	0.75143	0.75143	2.92493
8.10990	0.78383	0.78383	0.78383	3.05103
8.11191	0.62154	0.62154	0.62154	2.41934
8.11392	0.49696	0.49696	0.49696	1.93442
8.11994	0.62311	0.62311	0.62311	2.42546
8.12395	0.78536	0.78536	0.78536	3.05701
8.12595	0.38152	0.38152	0.38152	1.48507
8.12796	0.59839	0.59839	0.59839	2.32921
8.13396	0.56246	0.56246	0.56246	2.18938
8.13997	0.50586	0.50586	0.50586	1.96906
8.14397	0.39205	0.39205	0.39205	1.52606
8.15197	0.56746	0.56746	0.56746	2.20882
8.15796	0.54140	0.54140	0.54140	2.10739
8.16594	0.58046	0.58046	0.58046	2.25942
8.17392	0.45509	0.45509	0.45509	1.77144
8.17790	0.41093	0.41093	0.41093	1.59953
8.18188	0.72571	0.72571	0.72571	2.82481
8.18586	0.41072	0.41072	0.41072	1.59873
8.19382	0.58185	0.58185	0.58185	2.26485
8.20177	0.28256	0.28256	0.28256	1.09984
8.20574	0.57726	0.57726	0.57726	2.24696
8.20772	1.13263	1.13263	1.13263	4.40873
8.21367	0.64957	0.64957	0.64957	2.52845
8.22160	0.33407	0.33407	0.33407	1.30038
8.22952	0.41843	0.41843	0.41843	1.62874
8.23941	0.61630	0.61630	0.61630	2.39896
8.24929	0.55140	0.55140	0.55140	2.14633
8.25916	0.74079	0.74079	0.74079	2.88352
8.26507	0.85272	0.85272	0.85272	3.31918
8.26901	0.56071	0.56071	0.56071	2.18256
8.27295	0.40740	0.40740	0.40740	1.58581
8.27885	0.67397	0.67397	0.67397	2.62342
8.28475	0.57451	0.57451	0.57451	2.23625
8.29065	0.66496	0.66496	0.66496	2.58834
8.29850	0.58018	0.58018	0.58018	2.25832
8.30243	0.38339	0.38339	0.38339	1.49234
8.30439	0.75843	0.75843	0.75843	2.95216
8.31223	0.65166	0.65166	0.65166	2.53656
8.32202	0.52617	0.52617	0.52617	2.04809
8.32985	0.58862	0.58862	0.58862	2.29119
8.33571	0.82022	0.82022	0.82022	3.19268
8.33767	0.76422	0.76422	0.76422	2.97473
8.33962	0.55805	0.55805	0.55805	2.17221
8.34353	0.60736	0.60736	0.60736	2.36415
8.34743	0.50633	0.50633	0.50633	1.97089
8.34938	0.88107	0.88107	0.88107	3.42956
8.35523	0.54435	0.54435	0.54435	2.11888
8.36303	0.43482	0.43482	0.43482	1.69254
8.37081	0.77490	0.77490	0.77490	3.01629
8.37665	0.41564	0.41564	0.41564	1.61789
8.37859	0.79481	0.79481	0.79481	3.09380
8.38054	0.63648	0.63648	0.63648	2.47748
8.38442	0.59293	0.59293	0.59293	2.30796
8.39413	0.69594	0.69594	0.69594	2.70895
8.40382	0.57360	0.57360	0.57360	2.23274
8.40964	0.63018	0.63018	0.63018	2.45298
8.41157	0.36012	0.36012	0.36012	1.40175
8.41738	0.41792	0.41792	0.41792	1.62674
8.42318	0.72945	0.72945	0.72945	2.83936
8.42705	0.55424	0.55424	0.55424	2.15736
8.43671	0.56475	0.56475	0.56475	2.19827
8.44828	0.56299	0.56299	0.56299	2.19144
8.45599	0.63523	0.63523	0.63523	2.47261
8.46369	0.58762	0.58762	0.58762	2.28729
8.48099	0.56620	0.56620	0.56620	2.20391
8.49635	0.62591	0.62591	0.62591	2.43635
8.50018	0.57141	0.57141	0.57141	2.22422
8.50593	0.48187	0.48187	0.48187	1.87566
8.51358	1.03560	1.03560	1.03560	4.03107
8.51741	0.61645	0.61645	0.61645	2.39953
8.51932	0.36152	0.36152	0.36152	1.40721
8.52123	0.52510	0.52510	0.52510	2.04394
8.53459	0.67028	0.67028	0.67028	2.60904
8.54795	0.48323	0.48323	0.48323	1.88095
8.55366	0.51520	0.51520	0.51520	2.00541
8.55938	0.51132	0.51132	0.51132	1.99031
8.56128	0.58672	0.58672	0.58672	2.28380
8.56318	0.38212	0.38212	0.38212	1.48741
8.57268	0.57371	0.57371	0.57371	2.23316
8.58408	0.54192	0.54192	0.54192	2.10943
8.59166	0.69602	0.69602	0.69602	2.70923
8.60114	0.61444	0.61444	0.61444	2.39171
8.60871	0.32169	0.32169	0.32169	1.25218
8.61249	0.56467	0.56467	0.56467	2.19796
8.61627	0.61990	0.61990	0.61990	2.41296
8.62194	0.76244	0.76244	0.76244	2.96778
8.63327	0.56319	0.56319	0.56319	2.19221
8.64835	0.55221	0.55221	0.55221	2.14945
8.66340	0.48524	0.48524	0.48524	1.88879
8.67655	0.57875	0.57875	0.57875	2.25277
8.68406	0.63928	0.63928	0.63928	2.48838
8.69156	0.54163	0.54163	0.54163	2.10829
8.70092	0.38007	0.38007	0.38007	1.47940
8.70654	0.47148	0.47148	0.47148	1.83522
8.71028	0.80859	0.80859	0.80859	3.14742
8.71215	0.39085	0.39085	0.39085	1.52139
8.71402	0.36168	0.36168	0.36168	1.40785
8.71589	0.33295	0.33295	0.33295	1.29602
8.72149	1.05849	1.05849	1.05849	4.12015
8.73082	0.59970	0.59970	0.59970	2.33431
8.73828	0.58598	0.58598	0.58598	2.28090
8.74946	0.41352	0.41352	0.41352	1.60964
8.76062	0.44247	0.44247	0.44247	1.72229
8.76806	0.58435	0.58435	0.58435	2.27456
8.77363	0.71663	0.71663	0.71663	2.78945
8.78105	0.76666	0.76666	0.76666	2.98422
8.80142	0.54268	0.54268	0.54268	2.11239
8.81992	0.47185	0.47185	0.47185	1.83668
8.83283	0.49804	0.49804	0.49804	1.93861
8.84573	0.76829	0.76829	0.76829	2.99054
8.85677	0.50962	0.50962	0.50962	1.98370
8.86413	0.71614	0.71614	0.71614	2.78757
8.86780	0.49330	0.49330	0.49330	1.92018
8.87148	0.62315	0.62315	0.62315	2.42561
8.87331	0.40598	0.40598	0.40598	1.58026
8.88431	0.39290	0.39290	0.39290	1.52936
8.90080	0.46029	0.46029	0.46029	1.79169
8.90812	0.52545	0.52545	0.52545	2.04532
8.91908	0.39440	0.39440	0.39440	1.53520
8.93368	0.56625	0.56625	0.56625	2.20411
8.93915	0.64689	0.64689	0.64689	2.51799
8.96096	0.49904	0.49904	0.49904	1.94250
8.98640	0.42126	0.42126	0.42126	1.63976
8.99546	0.34456	0.34456	0.34456	1.34119
9.00270	0.53452	0.53452	0.53452	2.08062
9.01354	0.49405	0.49405	0.49405	1.92307
9.02438	0.55100	0.55100	0.55100	2.14477
9.03160	0.61450	0.61450	0.61450	2.39194
9.03701	0.55486	0.55486	0.55486	2.15978
9.03881	0.58536	0.58536	0.58536	2.27851
9.04421	0.64610	0.64610	0.64610	2.51494
9.05321	0.64657	0.64657	0.64657	2.51678
9.07476	0.43024	0.43024	0.43024	1.67470
9.11593	0.43618	0.43618	0.43618	1.69784
9.14094	0.26188	0.26188	0.26188	1.01935
9.14273	0.23957	0.23957	0.23957	0.93251
9.14451	0.78467	0.78467	0.78467	3.05433
9.14985	0.50956	0.50956	0.50956	1.98345
9.16052	0.41708	0.41708	0.41708	1.62347
9.17119	0.43948	0.43948	0.43948	1.71068
9.17829	0.46595	0.46595	0.46595	1.81369
9.19601	0.65499	0.65499	0.65499	2.54954
9.21017	0.61916	0.61916	0.61916	2.41008
9.23135	0.33796	0.33796	0.33796	1.31549
9.26834	0.44017	0.44017	0.44017	1.71336
9.28766	0.78272	0.78272	0.78272	3.04672
9.29818	0.59778	0.59778	0.59778	2.32683
9.30868	0.60903	0.60903	0.60903	2.37064
9.32266	0.43115	0.43115	0.43115	1.67826
9.35057	0.45302	0.45302	0.45302	1.76335
9.36798	0.31889	0.31889	0.31889	1.24127
9.40090	0.67656	0.67656	0.67656	2.63351
9.43728	0.42397	0.42397	0.42397	1.65029
9.44418	0.50958	0.50958	0.50958	1.98354
9.45452	0.50476	0.50476	0.50476	1.96476
9.46141	0.68721	0.68721	0.68721	2.67494
9.47516	0.51370	0.51370	0.51370	1.99955
9.53503	0.30433	0.30433	0.30433	1.18462
9.58455	0.67105	0.67105	0.67105	2.61206
9.59135	0.56649	0.56649	0.56649	2.20506
9.60492	0.47429	0.47429	0.47429	1.84617
9.67068	0.44080	0.44080	0.44080	1.71580
9.72960	0.36033	0.36033	0.36033	1.40258
9.73964	0.53910	0.53910	0.53910	2.09845
9.81108	0.54580	0.54580	0.54580	2.12452
9.87912	0.78500	0.78500	0.78500	3.05559
