# r	O-Si	O-O	Si-Si	total
6.95625	0.84124	1.19623	1.19638	1.05851
6.96875	0.84288	1.20986	1.17457	1.06503
6.98125	0.83993	1.21349	1.19303	1.06713
6.99375	0.83795	1.21390	1.19421	1.06667
7.00625	0.83557	1.19972	1.19128	1.05785
7.01875	0.83731	1.21081	1.18887	1.06437
7.03125	0.83284	1.20945	1.19656	1.06244
7.04375	0.83486	1.19213	1.19215	1.05351
7.05625	0.83480	1.19342	1.20535	1.05510
7.06875	0.83320	1.19927	1.19626	1.05703
7.08125	0.83970	1.19928	1.17932	1.05838
7.09375	0.83053	1.19276	1.18305	1.05155
7.10625	0.84233	1.19691	1.19809	1.05942
7.11875	0.83445	1.19271	1.18864	1.05343
7.13125	0.84175	1.18846	1.18142	1.05345
7.14375	0.84171	1.18434	1.18026	1.05112
7.15625	0.83743	1.18129	1.18253	1.04796
7.16875	0.83937	1.17532	1.17045	1.04464
7.18125	0.84428	1.16921	1.16868	1.04310
7.19375	0.85040	1.17029	1.17268	1.04634
7.20625	0.84846	1.15745	1.16759	1.03827
7.21875	0.85809	1.16337	1.17062	1.04543
7.23125	0.85831	1.15705	1.15891	1.04127
7.24375	0.85436	1.14883	1.14751	1.03448
7.25625	0.85324	1.14749	1.15653	1.03395
7.26875	0.86570	1.14233	1.16084	1.03628
7.28125	0.87137	1.13506	1.13788	1.03294
7.29375	0.87067	1.11869	1.11475	1.02219
7.30625	0.88082	1.12310	1.12435	1.02919
7.31875	0.88257	1.12286	1.13648	1.03057
7.33125	0.89117	1.11831	1.12226	1.03046
7.34375	0.88751	1.10497	1.10569	1.02065
7.35625	0.89295	1.10214	1.12326	1.02244
7.36875	0.90489	1.09457	1.09813	1.02122
7.38125	0.91178	1.09202	1.08675	1.02173
7.39375	0.90294	1.08443	1.10209	1.01523
7.40625	0.91046	1.08468	1.10031	1.01817
7.41875	0.91576	1.07691	1.08412	1.01488
7.43125	0.92755	1.06932	1.09692	1.01623
7.44375	0.92880	1.06740	1.07825	1.01437
7.45625	0.92922	1.05525	1.06346	1.00692
7.46875	0.93474	1.05318	1.06848	1.00829
7.48125	0.93551	1.05332	1.08173	1.00958
7.49375	0.95012	1.04903	1.05874	1.01133
7.50625	0.95167	1.04056	1.05369	1.00699
7.51875	0.95736	1.02679	1.04549	1.00115
7.53125	0.94995	1.02966	1.05024	1.00016
7.54375	0.96134	1.01441	1.04942	0.99625
7.55625	0.97238	1.01797	1.02475	1.00075
7.56875	0.98039	1.01715	1.03765	1.00431
7.58125	0.98388	1.00703	1.02362	0.99920
7.59375	0.98478	1.00189	1.00883	0.99573
7.60625	0.99137	0.99998	1.01690	0.99782
7.61875	0.99820	0.98936	1.01857	0.99481
7.63125	1.01021	0.99590	0.99241	1.00121
7.64375	1.01400	0.98193	0.97733	0.99406
7.65625	1.00914	0.98995	0.99131	0.99749
7.66875	1.01776	0.97102	0.98627	0.99021
7.68125	1.02504	0.96739	0.98119	0.99072
7.69375	1.02483	0.97172	0.97870	0.99281
7.70625	1.03017	0.96171	0.98125	0.98963
7.71875	1.03806	0.95728	0.96420	0.98910
7.73125	1.04097	0.95150	0.96033	0.98682
7.74375	1.04540	0.95244	0.97136	0.98982
7.75625	1.04542	0.94770	0.95395	0.98605
7.76875	1.05721	0.94684	0.96132	0.99067
7.78125	1.06022	0.94053	0.95600	0.98804
7.79375	1.05914	0.93105	0.95934	0.98271
7.80625	1.06401	0.93448	0.95593	0.98622
7.81875	1.07587	0.92525	0.93802	0.98457
7.83125	1.06720	0.92800	0.94950	0.98350
7.84375	1.07361	0.92691	0.94668	0.98520
7.85625	1.09062	0.91742	0.94281	0.98638
7.86875	1.07681	0.91015	0.94233	0.97704
7.88125	1.08984	0.91457	0.93651	0.98410
7.89375	1.08795	0.90536	0.93131	0.97800
7.90625	1.09081	0.90433	0.92359	0.97802
7.91875	1.10287	0.89564	0.92316	0.97795
7.93125	1.09944	0.90004	0.93560	0.97987
7.94375	1.09579	0.89275	0.92669	0.97388
7.95625	1.10485	0.89434	0.92481	0.97813
7.96875	1.11324	0.89171	0.91695	0.97942
7.98125	1.10298	0.89382	0.92744	0.97731
7.99375	1.11108	0.88325	0.91584	0.97390
8.00625	1.11468	0.88550	0.91158	0.97623
8.01875	1.11822	0.87912	0.90816	0.97390
8.03125	1.12070	0.87660	0.90572	0.97333
8.04375	1.12521	0.87902	0.92890	0.97800
8.05625	1.12076	0.88069	0.91555	0.97625
8.06875	1.12690	0.87869	0.90964	0.97714
8.08125	1.12274	0.88000	0.90225	0.97572
8.09375	1.13656	0.87806	0.90022	0.97989
8.10625	1.12895	0.87900	0.91120	0.97821
8.11875	1.13111	0.87485	0.90213	0.97617
8.13125	1.12844	0.88209	0.90456	0.97923
8.14375	1.13518	0.87481	0.90807	0.97814
8.15625	1.13075	0.87440	0.90615	0.97607
8.16875	1.12924	0.87873	0.90682	0.97787
8.18125	1.12770	0.87183	0.90631	0.97350
8.19375	1.12654	0.88377	0.88831	0.97827
8.20625	1.13046	0.87819	0.89569	0.97728
8.21875	1.12899	0.88181	0.90199	0.97911
8.23125	1.13380	0.87665	0.88905	0.97729
8.24375	1.12748	0.87805	0.89870	0.97626
8.25625	1.12462	0.87910	0.89268	0.97530
8.26875	1.12564	0.88346	0.90189	0.97870
8.28125	1.12496	0.88301	0.88276	0.97687
8.29375	1.11889	0.88414	0.90181	0.97645
8.30625	1.11827	0.88610	0.89187	0.97658
8.31875	1.11855	0.88372	0.89670	0.97573
8.33125	1.11602	0.88762	0.88699	0.97619
8.34375	1.11473	0.89474	0.91102	0.98122
8.35625	1.10720	0.89458	0.88574	0.97646
8.36875	1.10832	0.89727	0.91324	0.98026
8.38125	1.10178	0.89733	0.91500	0.97788
8.39375	1.09663	0.89530	0.90664	0.97420
8.40625	1.09807	0.89801	0.91628	0.97690
8.41875	1.09285	0.90517	0.91166	0.97844
8.43125	1.09748	0.90565	0.89923	0.97964
8.44375	1.08751	0.90871	0.93502	0.97991
8.45625	1.08854	0.90810	0.92419	0.97923
8.46875	1.08153	0.92833	0.92876	0.98780
8.48125	1.07555	0.91574	0.93644	0.97918
8.49375	1.06863	0.92398	0.92988	0.98051
8.50625	1.07246	0.92502	0.94117	0.98335
8.51875	1.05976	0.92354	0.93616	0.97727
8.53125	1.06553	0.93012	0.93561	0.98304
8.54375	1.05475	0.93654	0.94291	0.98284
8.55625	1.05313	0.94748	0.94680	0.98843
8.56875	1.04876	0.93556	0.95218	0.98063
8.58125	1.04997	0.94984	0.93785	0.98786
8.59375	1.03931	0.94740	0.96875	0.98454
8.60625	1.03950	0.94850	0.95263	0.98409
8.61875	1.03542	0.95967	0.96005	0.98909
8.63125	1.02322	0.96495	0.96315	0.98743
8.64375	1.02421	0.96437	0.96672	0.98775
8.65625	1.02801	0.97734	0.96224	0.99595
8.66875	1.01369	0.97807	0.97308	0.99154
8.68125	1.01160	0.98010	0.98043	0.99235
8.69375	0.99999	0.99036	0.98595	0.99379
8.70625	1.00247	0.98854	0.98150	0.99346
8.71875	1.00136	0.99410	0.99984	0.99732
8.73125	0.99382	0.99464	0.98866	0.99391
8.74375	0.98816	1.00336	0.98353	0.99609
8.75625	0.98922	1.00842	0.98964	0.99967
8.76875	0.98240	1.00793	0.98597	0.99650
8.78125	0.98008	1.01836	1.00051	1.00227
8.79375	0.97871	1.01890	0.99994	1.00199
8.80625	0.96736	1.02484	1.02058	1.00225
8.81875	0.96601	1.02533	0.99697	1.00035
8.83125	0.96229	1.03299	0.99383	1.00284
8.84375	0.96030	1.03197	1.00640	1.00239
8.85625	0.95971	1.03213	1.00961	1.00247
8.86875	0.96070	1.04323	1.01541	1.00928
8.88125	0.95801	1.05510	1.02827	1.01557
8.89375	0.94955	1.04298	1.01721	1.00494
8.90625	0.95285	1.04700	1.02281	1.00879
8.91875	0.94115	1.05963	1.03100	1.01168
8.93125	0.94200	1.06275	1.04038	1.01435
8.94375	0.93669	1.05725	1.03507	1.00893
8.95625	0.93712	1.06835	1.04259	1.01565
8.96875	0.93883	1.07617	1.04548	1.02076
8.98125	0.93882	1.07084	1.03715	1.01728
8.99375	0.93502	1.07179	1.03664	1.01629
9.00625	0.93253	1.07920	1.05631	1.02071
9.01875	0.93411	1.08155	1.05223	1.02231
9.03125	0.92231	1.07732	1.05780	1.01583
9.04375	0.92626	1.08440	1.05012	1.02067
9.05625	0.91740	1.08477	1.05885	1.01803
9.06875	0.91891	1.08617	1.07110	1.02023
9.08125	0.92734	1.09012	1.05447	1.02449
9.09375	0.92390	1.08480	1.04494	1.01961
9.10625	0.92126	1.08986	1.04281	1.02118
9.11875	0.91682	1.10094	1.05973	1.02665
9.13125	0.91314	1.09482	1.07097	1.02267
9.14375	0.91216	1.10237	1.06559	1.02602
9.15625	0.91729	1.09331	1.07381	1.02367
9.16875	0.91517	1.09540	1.06446	1.02333
9.18125	0.91076	1.09817	1.07647	1.02396
9.19375	0.91440	1.10031	1.07993	1.02676
9.20625	0.91473	1.09741	1.07372	1.02489
9.21875	0.91842	1.10259	1.08068	1.02962
9.23125	0.91563	1.10122	1.07214	1.02719
9.24375	0.91344	1.09767	1.07000	1.02427
9.25625	0.91765	1.10111	1.07972	1.02845
9.26875	0.91087	1.09667	1.08157	1.02354
9.28125	0.91322	1.09426	1.07643	1.02278
9.29375	0.90902	1.10096	1.09315	1.02595
9.30625	0.91072	1.09816	1.07854	1.02407
9.31875	0.90869	1.10117	1.06882	1.02425
9.33125	0.91464	1.09843	1.09594	1.02695
9.34375	0.91430	1.09346	1.08823	1.02359
9.35625	0.91585	1.09251	1.09196	1.02393
9.36875	0.91413	1.09267	1.08755	1.02304
9.38125	0.91714	1.09111	1.09740	1.02405
9.39375	0.91934	1.09412	1.08632	1.02576
9.40625	0.92196	1.08426	1.09060	1.02173
9.41875	0.91761	1.08968	1.08891	1.02286
9.43125	0.92701	1.09629	1.08138	1.02958
9.44375	0.91814	1.09208	1.09801	1.02500
9.45625	0.92245	1.08486	1.08692	1.02199
9.46875	0.92432	1.07719	1.09213	1.01891
9.48125	0.92924	1.07845	1.08438	1.02097
9.49375	0.93298	1.08037	1.06823	1.02234
9.50625	0.92541	1.07471	1.07819	1.01703
9.51875	0.93108	1.07056	1.07459	1.01672
9.53125	0.93568	1.07246	1.08330	1.02014
9.54375	0.93846	1.06351	1.06452	1.01506
9.55625	0.93592	1.06083	1.08374	1.01396
9.56875	0.93977	1.05577	1.06308	1.01127
9.58125	0.94190	1.06104	1.06186	1.01487
9.59375	0.95014	1.06359	1.06812	1.01989
9.60625	0.94238	1.05181	1.07244	1.01078
9.61875	0.94589	1.05275	1.07920	1.01312
9.63125	0.94770	1.04975	1.05501	1.01052
9.64375	0.95083	1.04292	1.05703	1.00817
9.65625	0.95214	1.04290	1.06075	1.00892
9.66875	0.95590	1.03586	1.04995	1.00581
9.68125	0.95836	1.03197	1.05030	1.00468
9.69375	0.95595	1.03346	1.05038	1.00456
9.70625	0.96611	1.03239	1.04976	1.00788
9.71875	0.96118	1.02373	1.05321	1.00151
9.73125	0.96465	1.02587	1.03724	1.00291
9.74375	0.96328	1.02032	1.03825	0.99943
9.75625	0.97115	1.01703	1.03722	1.00063
9.76875	0.96939	1.01421	1.03573	0.99832
9.78125	0.98077	1.01276	1.02945	1.00150
9.79375	0.97443	1.00101	1.04367	0.99366
9.80625	0.98008	1.00663	1.01650	0.99702
9.81875	0.98064	0.99706	1.02245	0.99245
9.83125	0.98625	0.99354	1.01269	0.99204
9.84375	0.99090	0.99240	1.00510	0.99270
9.85625	0.99808	0.99279	1.01173	0.99616
9.86875	0.99612	0.98534	1.00627	0.99098
9.88125	0.99861	0.98244	0.99145	0.98934
9.89375	1.00897	0.97633	1.00241	0.99081
9.90625	1.01363	0.97622	0.97987	0.99099
9.91875	1.01244	0.97096	0.98609	0.98810
9.93125	1.01572	0.96620	0.97117	0.98575
9.94375	1.02655	0.96664	0.96877	0.99003
9.95625	1.02087	0.96228	0.96332	0.98508
9.96875	1.02579	0.95547	0.96074	0.98312
9.98125	1.03295	0.95445	0.95764	0.98512
9.99375	1.03812	0.95478	0.95656	0.98724
